Name,Fulladdress,Street,Municipality,Categories,Phone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening hours,Featured image,Cid,Place Id,Kgmid,Plus code,Google Knowledge URL,Email,Social Medias,Facebook,Instagram,Twitter,Yelp,Has_Website,Has_Instagram,Has_Phone,Popularity_Score,Digital_Score,Opportunity_Score,Business_Segment
"Rareism, Khajrana","Survey No 248, 1 Khajrana, No UG/8, Phoenix Citadel, next to Mumbai, Agra By Pass, Indore, Madhya Pradesh 452016","Survey No 248, 1 Khajrana","No UG/8, Phoenix Citadel",Clothing Shop,099303 25759,"099303 25759, 099303 25759",YES,39.0,4.9,https://search.google.com/local/reviews?placeid=ChIJU0b-91z9YjkRIgPubiTVUsI,https://www.google.com/maps?cid=14002488543904924450,22.751426,75.942635,https://{}/?utm_campaign=gmb,{},"Wednesday:[11 am–9:30 pm], Thursday:[11 am–9:30 pm], Friday:[11 am–9:30 pm], Saturday:[11 am–9:30 pm], Sunday:[11 am–9:30 pm], Monday:[11 am–9:30 pm], Tuesday:[11 am–9:30 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEUIQ8NsHosX7e1J3ZVsHO0Df6FownjfiZnH-dgBtZbPxBwOVihP5-iRPuzokMQpsm302bTLyjPpkHBYHfw_Ak17Gn_KBuLuEQFn8ybYg-k3yjSC9quqRgDqJXNhrJirXfUrQwUow=k-no-,14002488543904924450,ChIJU0b-91z9YjkRIgPubiTVUsI,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,1,1,1,18.07550932515829,100,0.0,Digital Leader
INAARA : The Designer Studio,"Race Course Rd, above Manak Mewa, opp. Basket Ball Complex, Near Janjeerwala Square, Opposite B.B.C, Race Course Road, Indore, Madhya Pradesh 452003",Race Course Rd,above Manak Mewa,"Clothing store,Bridal shop,Clothing alteration service,Clothing manufacturer,Clothing supplier,Designer Clothing Store,Plus Size Clothing Store,Western apparel store",096440 33000,"096440 33000, +91 96440 33000",YES,380.0,4.5,https://search.google.com/local/reviews?placeid=ChIJ-VUp4TL9YjkRmvml2x6Sm5U&q=boutiques+in+outer+ring+road++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10780370794273175962,22.7264569,75.8794016,https://www.instagram.com/inaara_thedesignerstudio/,instagram.com,"Wednesday:[11 am–9 pm], Thursday:[11 am–9 pm], Friday:[11 am–9 pm], Saturday:[11 am–9 pm], Sunday:[12–9 pm], Monday:[11 am–9 pm], Tuesday:[11 am–9 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3SFpqZTBB7OnHuGlED07Sc30WOwOeqJjtWgkOX4IsxdRa8BhZm9JfKUmaYdvnTl2j6JWIQDoc5CH-YbOQKVaoxvG3VaI5U-DoPB-gyg8iAxMdIoRNceVS-FvenqiS9i5pddE4nvyPNTJV=w80-h102-k-no,10780370794273175962,ChIJ-VUp4TL9YjkRmvml2x6Sm5U,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,1,1,1,26.742597188070157,100,0.0,Digital Leader
Hashtag Boutique,"1009, Part II, Scheme No 114, Indore, Madhya Pradesh 452010",1009,"Part II, Scheme No 114","Boutique,Bridal shop,Clothing store,Designer Clothing Store,Dressmaker,Fashion designer",098260 44899,"098260 44899, +91 98260 44899",YES,43.0,4.8,https://search.google.com/local/reviews?placeid=ChIJxUFER9MdYzkRSzs7WX-nk4s&q=boutiques+in+outer+ring+road++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10057566558248188747,22.7646847,75.905288,,,"Wednesday:[11 am–8 pm], Thursday:[11 am–8 pm], Friday:[11 am–8 pm], Saturday:[11 am–8 pm], Sunday:[12–8 pm], Monday:[11 am–8 pm], Tuesday:[11 am–8 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAExzpn6kbEr7YzWE8x5gA4QiS0AJGlbNkGctjdGHSqakrtKDG68ePjm4g_3LrcEv3lV31WEhEYG7dmpFxNz8wtuvTYRlVnSYLwcsjTejgyFz79_k59Nh-trHJj4GYt_Ih-2bGEQiA=w80-h106-k-no,10057566558248188747,ChIJxUFER9MdYzkRSzs7WX-nk4s,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,18.164110242807652,50,46.6,Growth Potential
Shades Designer Boutique and Fashion house,"Shop No. 1, plot no. 726, Scheme No 171, Indore, Madhya Pradesh 452010",Shop No. 1,plot no. 726,Boutique,076972 51999,"076972 51999, +91 76972 51999",YES,39.0,4.8,https://search.google.com/local/reviews?placeid=ChIJBQZIAq3jYjkRxUs03f2j2b0&q=boutiques+in+outer+ring+road++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=13680145653847837637,22.750107,75.911119,,,"Wednesday:[11:30 am–7:30 pm], Thursday:[11:30 am–7:30 pm], Friday:[11:30 am–7:30 pm], Saturday:[11:30 am–7:30 pm], Sunday:[Closed], Monday:[11:30 am–7:30 pm], Tuesday:[11:30 am–7:30 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEU_rbTXSA_JtqH2Td7_7U6MdFCPKJX-BK3ZrYuhhoXK4fttgLnne8HDDQYV7rsyKuwMydldS157kfCY5IxZZ0zTYU29sACIGcET9C0c4GW-0aXkce0quK3WVOr3kVZtrLfo8F4=w163-h92-k-no,13680145653847837637,ChIJBQZIAq3jYjkRxUs03f2j2b0,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,17.706621379746892,50,45.43,Growth Potential
Anuj and Rishina | designer clothing store.,"E-10, LIG Link Rd, near genesis hospital, Shree Nagar Ext, Shree Nagar, Indore, Madhya Pradesh 452011","E-10, LIG Link Rd",near genesis hospital,"Designer Clothing Store,Boutique,Custom tailor,Dress store,Dressmaker,Haute couture fashion house,Men's clothing store,Saree Shop",096445 04811,"096445 04811, +91 96445 04811",YES,39.0,4.4,https://search.google.com/local/reviews?placeid=ChIJT6ZQeub9YjkRO7fkd8sG7Cc&q=boutiques+in+outer+ring+road++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=2876681732942509883,22.7337793,75.89751199999999,,,"Wednesday:[11 am–8 pm], Thursday:[11 am–8 pm], Friday:[11 am–8 pm], Saturday:[11 am–8 pm], Sunday:[11 am–8 pm], Monday:[11 am–8 pm], Tuesday:[11 am–8 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFsfosiFX0Tz-XS5NZuBaquuGD9DDKSvRi4JBSQKwYnj_rvofriwkpUZfdmTTE_hX4n5uB6S-KyZ3uGHm4tyNZtF3RpzrHLcb3aCeBv-dKZ-kkPbHEsxuqwbXGbkJXOvkycUMc=w80-h106-k-no,2876681732942509883,ChIJT6ZQeub9YjkRO7fkd8sG7Cc,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,16.23106959810132,50,41.64,Growth Potential
"Pernia’s Pop-Up Studio, Indore","391 and 392, Ground Floor, BPK Titanium, AB Rd, Sector A, Slice 6, Aranya Nagar, Niranjanpur, Indore, Madhya Pradesh 452010","391 and 392, Ground Floor",BPK Titanium,Designer Clothing Store,088288 05656,"088288 05656, +91 88288 05656",YES,175.0,4.6,https://search.google.com/local/reviews?placeid=ChIJm3xqWC4DYzkRocQI2NfJ-Ck&q=boutiques+in+outer+ring+road++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=3024389078658892961,22.7606277,75.8980064,https://www.perniaspopupshop.com/store/indore-studio,perniaspopupshop.com,"Wednesday:[11 am–9 pm], Thursday:[11 am–9 pm], Friday:[11 am–9 pm], Saturday:[11 am–9 pm], Sunday:[11 am–9 pm], Monday:[11 am–9 pm], Tuesday:[11 am–9 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUzuwFZFtxucnyH31ZbJULBDL41O-oOnWx0oCKkHEknXT-UP4EJwusVWIcDhw0pBmo9zFsW5VpZWFfpJ6zFweMJyUZpJY2phrdBZ8jopQHcBtzkx4XUi3QPjBTb6tKaJPzIUqf=w122-h92-k-no,3024389078658892961,ChIJm3xqWC4DYzkRocQI2NfJ-Ck,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,1,1,1,23.784226377175493,100,0.0,Digital Leader
"Etiquette Apparel Store (Darshan Mall, Indore)","UG-04, Darshan Mall, Race Course Rd, near Janjeerwaala Circle, opposite Abhay Prashal, Near Janjeerwala Square, Opposite B.B.C, Race Course Road, Indore, Madhya Pradesh 452001",UG-04,Darshan Mall,"Clothing store,Designer Clothing Store,Dress store,Plus Size Clothing Store,Western apparel store,Youth clothing store",0731 495 7808,"0731 495 7808, +91 731 495 7808",YES,37.0,4.9,https://search.google.com/local/reviews?placeid=ChIJ40VbBT0DYzkRkntiFFqLjjE&q=boutiques+in+outer+ring+road++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=3570944773556698002,22.7261023,75.878494,,,"Wednesday:[11 am–9:30 pm], Thursday:[11 am–9:30 pm], Friday:[11 am–9:30 pm], Saturday:[11 am–9:30 pm], Sunday:[11 am–9:30 pm], Monday:[11 am–9:30 pm], Tuesday:[11 am–9:30 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAkgrveJRel9NoFKyG18WkbexNDSraEVxRNOVhy6wuVwTET1LEyS9UmJU-11Upw5ropk-6nUxXjboHfi70xyn5v2f4kWykDtDPrHv3QDxRVQtrdTzFzw93KcepmPacAPunFrXl=w80-h106-k-no,3570944773556698002,ChIJ40VbBT0DYzkRkntiFFqLjjE,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,17.82417218265929,50,45.73,Growth Potential
Radha Boutique,"Lg 21 Trader Center, 18, South Tukoganj, Indore, Madhya Pradesh 452001",Lg 21 Trader Center,18,Clothing store,091655 22009,"091655 22009, +91 91655 22009",YES,18.0,4.7,https://search.google.com/local/reviews?placeid=ChIJ3V48Rjn9YjkRG16FoBEQhKg&q=boutiques+in+outer+ring+road++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12142848163191283227,22.721532,75.8830072,,,"Wednesday:[11 am–8 pm], Thursday:[11 am–8 pm], Friday:[11 am–8 pm], Saturday:[11 am–8 pm], Sunday:[Closed], Monday:[11 am–8 pm], Tuesday:[11 am–8 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEzsZf78WTJviaCFK2YeVRdAHhUMFiUqd4ATGX75rF7d_aSEBSRhTOd6lKsmPR-JMyJC__kqdU0MYKI6TFhfk2hPU0zscUho7AUUxmomVtnmkggTP5bW2VXnjLd0MrrkFu7ow59=w204-h92-k-no,12142848163191283227,ChIJ3V48Rjn9YjkRG16FoBEQhKg,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,13.838863202082269,50,35.5,Low Priority
Aaira boutique,"2nd left 162/4 brahmapuri, Bholaram Ustad Marg, Indore, Madhya Pradesh 452001",2nd left 162/4 brahmapuri,Bholaram Ustad Marg,"Boutique,Clothing store,Designer Clothing Store,Fashion designer",098267 00006,"098267 00006, +91 98267 00006",YES,13.0,4.6,https://search.google.com/local/reviews?placeid=ChIJ-5d2OvD8YjkRcMtlB_diG7Y&q=boutiques+in+outer+ring+road++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=13122190752394627952,22.6868217,75.8643101,,,"Wednesday:[10:30 am–8 pm], Thursday:[10:30 am–8 pm], Friday:[10:30 am–8 pm], Saturday:[10:30 am–8 pm], Sunday:[Closed], Monday:[10:30 am–8 pm], Tuesday:[10:30 am–8 pm]",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lnnD7MBSkJwF2Gtj3vcqgA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=81.4722&pitch=0&thumbfov=100,13122190752394627952,ChIJ-5d2OvD8YjkRcMtlB_diG7Y,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,12.139663716230189,50,31.14,Low Priority
Leela's Boutique,"199-AD, Scheme 54 Rd, Vijay Nagar, Indore, Madhya Pradesh 452010",199-AD,Scheme 54 Rd,Women's clothing store,0731 400 4226,"0731 400 4226, +91 731 400 4226",YES,936.0,4.5,https://search.google.com/local/reviews?placeid=ChIJY4cU8tMDYzkRb45AF8MC7O0&q=boutiques+in+scheme+no+54++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17144080918424620655,22.7558906,75.894829,,,"Wednesday:[11 am–8:30 pm], Thursday:[11 am–8:30 pm], Friday:[11 am–8:30 pm], Saturday:[11 am–8:30 pm], Sunday:[11 am–8:30 pm], Monday:[11 am–8:30 pm], Tuesday:[11 am–8:30 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_tSSE108vqbo7SRkM4soMSRjiM-bxSlthqUuZRXeAYNzaUUVBC7u3KMAory2EnOwC7WR3xkESlMFU_QktFdFLpKuzvK50w8AqAAuuYM73XW16F5UXGm3WyWFMGibbMEUUg7CUcQ=w80-h106-k-no,17144080918424620655,ChIJY4cU8tMDYzkRb45AF8MC7O0,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,30.7920747700729,50,79.0,Hidden Gem
Sanvi Designer Boutique & Saree,"80D, New Rd, beside of Arihant acedami, Sector A, Slice 1, slide 1, Vijay Nagar, Indore, Madhya Pradesh 452010","80D, New Rd",beside of Arihant acedami,Boutique,090988 79969,"090988 79969, +91 90988 79969",NO,76.0,4.9,https://search.google.com/local/reviews?placeid=ChIJ202qSLYCYzkRIQ7W_df148k&q=boutiques+in+scheme+no+54++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14547741529362271777,22.7687003,75.89102,,,"Wednesday:[11 am–11 pm], Thursday:[11 am–11 pm], Friday:[11 am–11 pm], Saturday:[11 am–11 pm], Sunday:[11 am–11 pm], Monday:[11 am–11 pm], Tuesday:[11 am–11 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFFmYxszQRmaD5veVEvWKe5ItFCkiqdF1wqG1g2_hNuKSU6jFqXG2qEfa28UFnrfrH0gnDGgjJ4Bkvq1EJkoQ5DltM_0qngVOMfqtvlHmA0Flt4Cw0zzptcFCSoH9WGHCzTvjJ9=w80-h106-k-no,14547741529362271777,ChIJ202qSLYCYzkRIQ7W_df148k,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,21.284646567083055,50,54.61,Growth Potential
Rajeev cloth store,"LG-5, Bafna Tower, Scheme 54 PU4, Indore, Madhya Pradesh 452010","LG-5, Bafna Tower",Scheme 54 PU4,Designer Clothing Store,091111 13888,"091111 13888, +91 91111 13888",YES,53.0,4.8,https://search.google.com/local/reviews?placeid=ChIJA2XjN_sDYzkRVwAdN4-GUhc&q=boutiques+in+scheme+no+54++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=1680553560625709143,22.754065,75.8832845,,,"Wednesday:[11 am–10:30 pm], Thursday:[11 am–10:30 pm], Friday:[11 am–10:30 pm], Saturday:[11 am–10:30 pm], Sunday:[12–4 pm], Monday:[11 am–10:30 pm], Tuesday:[11 am–10:30 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHvW9MeFb5hJHDF6XYo6ir0Hl6Yffbo4k9wcx1Ovfp27_yDmkxj1rp9SzVybyDhTvdymsEbAoHHCZETzJ3j97BR0a5dCTZOENQYcNaHF1PrLaOBvudxj0p7iONJs8mmm2NfaYX1A=w138-h92-k-no,1680553560625709143,ChIJA2XjN_sDYzkRVwAdN4-GUhc,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,19.147123423508518,50,49.12,Growth Potential
SHRADHA BOUTIQUE AND FASHION,"near, Mayur Hospital, G-1 Pearl Plaza Sch No 94, Indore, Madhya Pradesh 452016",near,Mayur Hospital,Boutique,095755 07778,"095755 07778, +91 95755 07778",YES,33.0,4.9,https://search.google.com/local/reviews?placeid=ChIJLS7AAFnjYjkRvLd92yRWPaM&q=boutiques+in+scheme+no+54++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11762652518062864316,22.7247151,75.9065285,,,"Wednesday:[10 am–6 pm], Thursday:[10 am–6 pm], Friday:[10 am–6 pm], Saturday:[10 am–6 pm], Sunday:[12–4 pm], Monday:[10 am–6 pm], Tuesday:[10 am–6 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAE3J5n_UBrJyUXrWFt8JENXJdAOwUkVMXJYIMY-6uNWEqTuYElc6KaBWnBX_q87CC-RmeScBncppD3gPYUWhXIeeW9UyaFkI6DohFE8qZuUXTUNx3h5Cs5oyzeq5KK2z0LrXmmb=w80-h142-k-no,11762652518062864316,ChIJLS7AAFnjYjkRvLd92yRWPaM,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,17.279166570619193,50,44.33,Growth Potential
STYLE VIBES,"Medanta hospital road, wali gali, near destiny cafe ki pass, Vijay Nagar, Indore, Madhya Pradesh 452010",Medanta hospital road,wali gali,Clothing store,091116 58585,"091116 58585, +91 91116 58585",YES,44.0,4.0,https://search.google.com/local/reviews?placeid=ChIJO2qjx0P9YjkRkwC0SBC0CbM&q=boutiques+in+scheme+no+54++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12901040589611729043,22.7485413,75.8978396,,,"Wednesday:[12–10 pm], Thursday:[12–10 pm], Friday:[12–10 pm], Saturday:[12–10 pm], Sunday:[12–10 pm], Monday:[12–10 pm], Tuesday:[12–10 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlruACB3e14Lv6d7wLcKiK6HrQhqYM4_kudHRWvBvmHaslqQynLVenXj86l4h7oPFSfpKlfKgV30xm9fDhvKWGHfRnOdox6j6MpVNBFzEmLQrV_9pAT5hpnGnI2oMtmecYsa4Km65N2cE=w122-h92-k-no,12901040589611729043,ChIJO2qjx0P9YjkRkwC0SBC0CbM,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,15.226649959081278,50,39.06,Low Priority
Evafab - Best Ladies Tailor Indore,"66 Ratnalok Colony Scheme No 53, behind Apollo Premier, Vijay Nagar, Indore, Madhya Pradesh 452010",66 Ratnalok Colony Scheme No 53,behind Apollo Premier,Tailor,072411 91194,"072411 91194, +91 72411 91194",YES,103.0,4.5,https://search.google.com/local/reviews?placeid=ChIJtcE3NaoCYzkRtHjVTP648iY&q=boutiques+in+scheme+no+54++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=2806508920155502772,22.7495965,75.89866959999999,http://evafab.com/,evafab.com,"Wednesday:[12–8 pm], Thursday:[12–8 pm], Friday:[12–8 pm], Saturday:[12–8 pm], Sunday:[Closed], Monday:[12–8 pm], Tuesday:[12–8 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbNgoGdkb_1VHs4TT6gt61Oa_PazycZeGJ3L_QDdbiehe4pDGOa-NM17ot3iPoOtoFHROBOumi3BN_h9Le6rSbE2ZIbLMuJhf2ML5aVsLFfeo53BnXLEilOQa-QvqVCBOCIw8dCg=w150-h92-k-no,2806508920155502772,ChIJtcE3NaoCYzkRtHjVTP648iY,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,1,1,1,20.899759046136175,100,0.0,Digital Leader
The Raymond shop,"Ground Floor, Malhar Mega Mall, AB Rd, Scheme 54 PU4, Indore, Madhya Pradesh 452010",Ground Floor,Malhar Mega Mall,"Clothing store,Designer Clothing Store,Dress store,Fabric store,Clothing Accessories Store,Formal Clothing Store,Men's clothing store,Tuxedo shop,Youth clothing store",080 4493 9064,"080 4493 9064, +91 80 4493 9064",YES,839.0,4.9,https://search.google.com/local/reviews?placeid=ChIJ1ycxmo_9YjkRQFbTWzQ0u8E&q=boutiques+in+scheme+no+54++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=13959808869448504896,22.7447773,75.89457019999999,https://scheme-54-pu4.myraymond.com/,scheme-54-pu4.myraymond.com,"Wednesday:[10:30 am–9:30 pm], Thursday:[10:30 am–9:30 pm], Friday:[10:30 am–9:30 pm], Saturday:[10:30 am–9:30 pm], Sunday:[10:30 am–9:30 pm], Monday:[10:30 am–9:30 pm], Tuesday:[10:30 am–9:30 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAESm5npmdOFBfUP9faH1g65hgD_PX_V3A4Ds76xr86F-sHUzgL7NCSjfkiAtLM3bqHjT6mizzmS1WOItyR8SDCyWKruP9jTKR7WP8rsHrwQQa4Zjgvw4m708eIJ_LLdd44JQ7pl=w137-h92-k-no,13959808869448504896,ChIJ1ycxmo_9YjkRQFbTWzQ0u8E,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,1,1,1,32.99366927000306,100,0.0,Digital Leader
thefashnora,"58, near medanta hospital, Adarsh Meghdoot Nagar, Indore, Madhya Pradesh 452010",58,near medanta hospital,"E-commerce service,Clothing store",075664 87371,"075664 87371, +91 75664 87371",YES,25.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ_xP2FdDjYjkR5U60CwoIUH0&q=boutiques+in+scheme+no+54++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9029726092116905701,22.7496487,75.8996178,https://thefashnora.com/,thefashnora.com,"Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours], Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEekEdGmzvun0QWSU0NJq6ywp2sbvYdjrmjjZGaokgNFCo5g2zJ7rFFXXheNjKxjl4p8JONeuDzifGxhvXs3MED4uLSoULZDCK2kPghSe4Xea2DSmrJ9bEg4R97XipWWoDgAaEf7c5pxK7g=w92-h92-k-no,9029726092116905701,ChIJ_xP2FdDjYjkR5U60CwoIUH0,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,1,1,1,16.29048269010741,100,0.0,Digital Leader
Royal Dubai Men's Boutique,"Sahil Regency, Habib Colony, Indore, Madhya Pradesh 452016",Sahil Regency,Habib Colony,Men's clothing store,091111 12652,"091111 12652, +91 91111 12652",YES,24.0,4.3,https://search.google.com/local/reviews?placeid=ChIJ60zwaFH9YjkRHoTJ3PONgWA&q=boutiques+in+scheme+no+54++indore&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6953995378157519902,22.7387624,75.9034066,,,"Wednesday:[11 am–9 pm], Thursday:[11 am–9 pm], Friday:[11 am–9 pm], Saturday:[11 am–9 pm], Sunday:[12–5:30 pm], Monday:[11 am–9 pm], Tuesday:[11 am–9 pm]",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnVZ1r_x5r8HTI8inPsF9MqZYh1I0bp56zpxYXtBtpczKWCzrn4TLncxtmUuT6wkgvJ9mMBFotO-2zBu99UlXr30dUBvG6_8JpqVXQrY2amsL9r1YhIMPZUc2M_Oam-98MIADE=w80-h106-k-no,6953995378157519902,ChIJ60zwaFH9YjkRHoTJ3PONgWA,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,0,1,1,13.841166046933262,50,35.51,Low Priority
